,0,1,2,3,4
35,Product Analyst - Co-op Student,TELUS,"Toronto, ON","Posted
Posted 2 days ago","Location: Toronto, ON, CA
Req ID: 29642
Jobs by Category: Students and New Grads
Job Function: Co-op, Internship, Summer
Status: Full Time
Schedule: Temporary
Description

The Product Analyst role is designed to help improve TELUS Cloud Collaboration and Conferencing product performance. The analyst will be analyzing product data, sales enablement content, processes and tools. This analysis will support informed change management and decision-making. The analyst will not only analyze but also execute on changes to content, processes, and tools. This will enable increased productivity, efficiency, quality, optimization and ultimately will improve client experience, business performance and business processes.

Qualifications

What you will do - What you bring to the role: (Required skills)

Analyze financial and contract data to identify billing and revenue assurance improvements supporting profitability. Report on findings on data analysis and recommended solutions. Execute on approved solutions
Analyze product sales enablement, and process content posted online within the corporate intranet, and within google g-suite, and SharePoint. Report on findings on data analysis and recommended solutions. Execute on approved solutions
Analyze sales enablement tools, and models. Report on findings on data analysis and recommended solutions. Execute on approved solutions
Analyze competitive information to help support information management decision-making on product roadmap. Report on findings to senior product management team
Establish a positive working relationship based on trust and mutual respect with individuals within the TELUS team ensure we deliver as promised

Great-to-Have

Strong interpersonal, analytical, persuasion, written communication skills
Information Management - understanding of requirements gathering and qualifying opportunities
Industry Knowledge – basic knowledge and application of telecommunications and IT industries
Resources Management – effectively structures work, plan activities and takes responsibility to meet business goals"
36,Ticketing Analyst - Toronto Blue Jays,Rogers Communications,"Toronto, ON","Posted
Posted 5 days ago","Are you interested in joining the Toronto Blue Jays Strategy & Analytics Team? This is your chance!

The Toronto Blue Jays are looking for a Ticketing Analyst
OVERVIEW

The Strategy & Analytics team helps all areas of Toronto Blue Jays Business Operations make better decisions by gathering and analyzing data and sharing insights. This role will work closely with our ticket sales, service, and operations teams, serving as their main point of contact for all things data and analytics.

This role may be for you if:

You enjoy solving complex business problems
You are passionate about data and analytics
You are hands-on and unafraid of taking on new challenges
You love the Toronto Blue Jays!

RESPONSIBILITIES

Help guide data strategy and implementation across major systems (e.g., data warehouse, CRM, Ticketmaster), ensuring data accessibility, quality, and reliability
Analyze ticket sales and customer data to identify trends that enable the ticketing team to grow major revenue streams and optimize internal processes
Lead day-to-day pricing and inventory management decision-making across all sales channels to help optimize ticket revenue (e.g., dynamic pricing and secondary market sales)
Build and maintain reports/dashboards that support ticket sales efforts. Examples include:
Executive-level revenue tracking
Game-level and rep-level revenue KPIs
Secondary market trends
Develop and maintain strong relationships with key stakeholders across the ticketing team, helping to drive the continued development of an analytical, data-centric approach
Contribute to the growth and development of the Strategy & Analytics team by:
Helping to grow and maintain data systems and infrastructure
Developing new capabilities and staying up to date with industry trends
Playing a collaborative role in the development of team culture

QUALIFICATIONS

2+ years experience in business analytics, management consulting, or a related field
Education in business, engineering, economics, statistics, or another quantitative field
Proven analytical and problem-solving skills, with experience performing quantitative analysis to solve challenging problems
Exceptional critical thinker with an ability to effectively communicate complex concepts
Advanced skills in Excel; experience with BI tools (e.g., Tableau), databases (e.g., SQL), and statistical analysis software (e.g., R, Python) an asset
Understanding of and interest in statistics, data analytics, and/or related areas an asset
Team player with a willingness and curiosity to push past assigned work
Ability to multitask and prioritize in a fast-paced environment
Baseball knowledge and passion for the game a plus
Legally eligible to work in Canada

WHAT WE OFFER TO YOU

Commitment to our team - we want you to succeed!
Ongoing, hands-on training to help you develop your skills
Excellent employee discount to use towards Jays gear
A unique employment experience working for the only MLB team in Canada

What makes us different makes us stronger. Rogers has a strong commitment to diversity and inclusion. Everyone who applies for a job will be considered. We recognize the business value in creating a workplace where each team member has the tools to reach their full potential. At Rogers, we value the insights and innovation that diverse teams bring to work. We work with our candidates with disabilities throughout the recruitment process to ensure that they have what they need to be at their best. Please reach out to our recruiters and hiring managers to begin a conversation about how we can ensure that you deliver your best work. You matter to us! For any questions, please visit the Rogers FAQ.

Schedule: Full time
Shift: Variable
Length of Contract: Not Applicable (Regular Position)
Work Location: 1 Blue Jays Way (210), Toronto, ON
Travel Requirements: Up to 10%
Posting Category/Function: No Selection & No Selection
Requisition ID: 256568

Posting Notes: Rogers Sports & Media"
37,Data Analyst,Manulife,"Toronto, ON","Posted
Posted 1 day ago","Are you looking for a supportive, collaborative workplace with great teams and inspiring leaders? You’ve come to the right place. We’re looking for ambitious people who share our values and want to make every day better for people around the world. If this sounds like you, and the career below sounds exciting, we’d like to hear from you.
Working Arrangement
Hybrid
Job Description
The Data Analyst is primarily accountable for the analytics, reporting, profitability, financials, modeling, forecasting and ad hoc reporting for all North America (US and Canada) retirement products (GRS, TRS, Enterprise & Signature). The Analyst is responsible for developing, maintaining and improving strategic analytics, data strategies, pricing models reporting and dashboards related to plan and product pricing, pricing profitability, sales forecasting, Inforce Repricing and Client retention. In addition, the person in this role will be accountable for crafting operational efficiencies through enhanced dashboard reporting, financial modeling and reporting via automation and technical solutions for the broader Pricing Team. The role will be critical to driving business success by combining business, sophisticated financial analytics and modeling with data-driven decision-making, strategy, vision, and advising key business partners.
Key Accountabilities
Develop and present financial analytics and reporting for internal departments and Senior Management to help understand financial performance indicators, profitability metrics and other KPIs.
Improve current reporting and move data into Power BI reports in order to better serve the report’s end users
Act independently to develop, support and analyze key strategic pricing initiatives targeted to improve profitability, growing revenue, risk management, competitiveness and growth through market, cost and profitability analysis.
Support and leverage existing reporting and develop new reporting / analytics capabilities to review and identify area of new revenue opportunities, proprietary investment opportunities, trends in profitable and unprofitable business across new and inforce business
Analyze price positioning and impact of price gaps to optimize pricing versus competitors.
Analyze financial and pricing information in relation to our overall business strategy to help resolve any related financial risks to the organization.
Assist in developing, testing, forecasting, and implementing new business sales and client retention strategies.
Help drive efficiencies by challenging the status quo and developing new tools and automated solutions to meet internal and external customer demands.
Job Requirement:
Bachelor’s degree in Data Analytics, Data Management, Data Science, or related business field.
A minimum of 5 years in workforce
Experience with financial modeling, financial reporting, data aggregation, forecasting and Power BI
Outstanding work ethic, accountability, team first mentality, positive attitude and eagerness to learn and take on new responsibilities.
Experience with forecasting, financial modeling and business planning with ability to analyze results and provide recommendations to Pricing Management, Pricing Officer and Senior Management.
Expert level in Excel, PowerBI, SQL, Python, VBA, Financial Modeling and Data Warehouse skills.
Experience performing financial analysis of costs, prices and competitive information using modeling skills in Excel, Access or other modeling tools.
High energy and hard-working individual looking to build a career within a Finance organization
Shown success working with large and sophisticated data sets, databases and information systems to derive sound business decisions.
Shown big picture thinking and have the desire to drive change that will positively impact business growth and profitability.
Must have strong analytical, communication and writing skills.
Attention to detail and strong business/client judgment is required.
Proactive strategic thinking and willingness to innovate and question the status quo.
Proven organizational, time management and prioritization skills to meet strict deadlines in a fast-paced environment.
Understand modeling and be able to advise and assist on improvements or adjustments for sophisticated scenarios.
Every career at Manulife/John Hancock provides the opportunity to learn new skills and move your career forward. Ready to make an impact somewhere? What are you waiting for? Apply today.
About John Hancock and Manulife
John Hancock is a unit of Manulife Financial Corporation, a leading international financial services group that helps people make their decisions easier and lives better. We operate primarily as John Hancock in the United States, and Manulife globally, including Canada, Asia and Europe. We provide financial advice, insurance and wealth and asset management solutions for individuals, groups and institutions. Assets under management and administration by Manulife and its subsidiaries were CAD$1.3 trillion (US$1.1 trillion) as of June 30, 2021. Manulife Financial Corporation trades as MFC on the TSX, NYSE, and PSE, and under 945 on the SEHK. Manulife can be found at manulife.com .
One of the largest life insurers in the United States, John Hancock supports more than 10 million Americans with a broad range of financial products, including life insurance , annuities , investments , 401(k) plans , and education savings plans . Additional information about John Hancock may be found at johnhancock.com .
Manulife is an Equal Opportunity Employer
At Manulife /John Hancock , we embrace our diversity. We strive to attract, develop and retain a workforce that is as diverse as the customers we serve and to foster an inclusive work environment that embraces the strength of cultures and individuals. We are committed to fair recruitment, retention, advancement and compensation, and we administer all of our practices and programs without discrimination on the basis of race, ancestry, place of origin, colour , ethnic origin, citizenship, religion or religious beliefs, creed, sex (including pregnancy and pregnancy-related conditions), sexual orientation, genetic characteristics, veteran status, gender identity, gender expression, age, marital status, family status, disability, or any other ground protected by applicable law.
It is our priority to remove barriers to provide equal access to employment. A Human Resources representative will work with applicants who request a reasonable accommodation during the application process . All information shared during the accommodation request process will be stored and used in a manner that is consistent with applicable laws and Manulife/John Hancock policies . To request a reasonable accommodation in the application process, contact recruitment@manulife.com ."
38,"Analyst, Digital Business Intelligence",Bell Canada,"Toronto, ON","Posted
Just posted","Req Id: 400951

At Bell, we do more than build world-class networks, develop innovative services and create original multiplatform media content – we advance how Canadians connect with each other and the world.

If you’re ready to bring game-changing ideas to life and join a community that values, professional growth and employee wellness, we want you on the Bell team.

Bell’s forward-thinking Customer Operations team is creating the ultimate service experience for our residential, wireless and small business consumers. We lead strategic development and execution of day-to-day operations, develop tools and processes to drive service enhancements, manage customer loyalty and retention, and leverage big data and artificial intelligence to create intellectual property.

Do new ideas thrill you? Do you enjoy implementing new projects? Are you passionate about enhancing the online customer experience? Do you enjoy dissecting a business question to drive performance? If your answer to those questions is an enthusiastic “YES!” then you may be the person we’re looking for to join the Digital Strategy and Performance Team.

The Digital Strategy and Performance Team is responsible for driving self-serve online adoption across Bell’s Residential Services and Mobility customer bases, and associated brands including Prepaid brands and Virgin Mobile Canada. We develop customer insight, create online adoption strategies, champion the online customer experience and work with our partners to roll out new digital tactics and strategies.
We are looking for someone with a strong data analysis background, who leverages their creative thinking and who can drive programs forward.

Job duties / accountabilities:
Develop regular reporting and conduct data analysis, to understand the customer behaviour and explain drivers for online customer interactions
Provide insights on areas of opportunity to increase online adoption
Develop forecasts and business cases and be able to back up numbers
Conduct deep dive analysis on customer segments
Create executive strategy presentations, communicate results, forecasts, and strategy plans
Recommend proactive and reactive strategies to improve online adoption
Measure results of campaigns and/or projects
Support the development of short-term and long-term planning cycles through data analysis


Critical Qualifications:
B.Sc. in a quantitative field in Statistics, Econometrics, Mathematics or Computer Science
Minimum 2 years experience in a data analysis / data mining role
Strong knowledge of quantitative statistical methods and modelling
Demonstrated experience in translating complex business issues in a simple and concise manner
Experience with SQL
Demonstrated experience in using Data Dashboard tools (e.g. MicroStrategy, Tableau)
Strong ability to work with spreadsheets (MS Excel)
Excellent interpersonal skills
Ability to work well with a team
Proven experience presenting results to mid/ senior level management
Business acumen and strong analytical and problem solving skills
Ability to work independently, self-motivated, organized and self-disciplined
Proven ability to quantify and analyze customer data/results in a concise easily understood format tailored to the audience
Strong oral and written communication skills required


Preferred Skills:
Strong negotiation skills, ability to negotiate and influence others
Excellent relationship building and stakeholder management skills
Strong work ethic, great attention to detail
Ability to prioritize multiple deliverables with competing tight deadline

#Indeed #Tech #Technology #BI #BusinessIntelligence #SAS #SQL #Microstrategy #Tableau #Dataanalysis #Datamining #Statistics #Mathematics #Computerscience #LI-Hybrid

#EmployeeReferralProgram

Adequate knowledge of French is required for positions in Quebec.

Additional Information:
Position Type: Management
Job Status: Regular - Full Time
Job Location: Canada : Quebec : Verdun || Canada : Ontario : Toronto || Canada : Quebec : Montreal
Flexible work profile: Mobile
Application Deadline: 10/20/2022

Please apply directly online to be considered for this role. Applications through email will not be accepted.

At Bell, we don’t just accept difference - we celebrate it. We’re committed to fostering an inclusive, equitable, and accessible workplace where every team member feels valued, respected, and supported, and has the opportunity to reach their full potential. We welcome and encourage applications from people with disabilities.

Accommodations are available on request for candidates taking part in all aspects of the selection process. For a confidential inquiry, simply email your recruiter directly or recruitment@bell.ca to make arrangements. If you have questions regarding accessible employment at Bell please email our Diversity & Inclusion Team at inclusion@bell.ca.

Created: Canada, ON, Toronto
#Talent #Indeed #Tech
Bell, one of Canada's Top 100 Employers."
39,"Analyst, Data Analytics & Insights, Client Services",CIBC,"Hybrid remote in Toronto, ON","Posted
Posted 6 days ago","We’re building a relationship-oriented bank for the modern world. We need talented, passionate professionals who are dedicated to doing what’s right for our clients.
At CIBC, we embrace your strengths and your ambitions, so you are empowered at work. Our team members have what they need to make a meaningful impact and are truly valued for who they are and what they contribute.
To learn more about CIBC, please visit
CIBC.com
Job Description
What You’ll Be Doing
Reporting to the Director, you will support the Client Services team to manage offboarding and related activities of Capital Markets clients and assist in the preparation of reports/dashboards sourced from the Capital Markets client onboarding system/database. The objective of the reports would be to meet the information requirements of the Capital Markets lines of business, EAML Examiners/Compliance Officers as well as Internal and External auditors. All activities and reports/dashboards to be provided in a high quality and timely manner.
At CIBC we enable the work environment most optimal for you to thrive in your role. You’ll have the flexibility to manage your work activities within a hybrid work arrangement where you’ll spend 1-3 days per week on-site, while other days will be remote.
How You’ll Succeed
Be familiar with the data collection and capture process in the client onboarding system and the overall mandate of the Client Services team
Work with the regional client onboarding and risk review teams within the Client Services team and with our partners in Technology and the Client Data Management teams to improve the quality of client data, which may require manual clean-up and remediation efforts
Lead or assist in the preparation of reports currently produced by the Client Services team and ensure that they meet the on-going objectives of relevant stakeholders on a timely basis as per Service Level Agreement and applicable procedures
Produce accurate and value-add management reports/dashboards on a regular or adhoc basis, as directed by senior management of the Client Services and Client Data Management team
Participate in the operationalization of client data initiatives and projects for the business to improve efficiencies and to comply with AML, regulatory and tax reporting requirements
Assist in the research to obtain information/documents for offboarding and mergers and participate in the triage process to determine active clients who require periodic AML risk reviews
Document processes in the form of procedures/ job aids to assist the team to deliver consistent results and meeting the required deadlines
Work within a challenging, fast paced environment where priorities often shift and time pressures demand a rapid response to requests
Focused attention to detail when conducting all assigned activities, which may include but not limited to reporting, triaging of clients into active vs. inactive groups, merger of client records and offboarding activities
Who You Are
Relevant experience in understanding AML, Regulatory, e.g., OTC Derivatives and tax details in a large client database
Excellent analytical and reporting skills using Microsoft Excel and other business intelligence, analytics and data visualization tools, e.g., Tableau, Alteryx, Power Bii to produce relevant reports and display data to meet the needs of various requestors on a regular or ad-hoc basis
Experience in enhancements on automation, report simplification and streamlining forecasting/planning processes
Must be vigilant in delivering results, have strong attention to details, good planning skills and ability to overcome obstacles
Maintain a sense of urgency and ability to prioritize multiple deliverables
A ""can do"" attitude is a must with a passion for driving solutions
Ability to successfully influence different groups and individuals to deliver high quality and timely deliverables
Ability to directly address conflicts and escalate issues, where appropriate
Highly organized and strong results-orientation that includes adherence to deadline while maintaining high quality results/output
Ability to communicate effectively at all levels of the organization, including clients and front office individuals
Strong sense of accountability and ownership over all assignments and activities
Ability to successfully navigate a complex organizational structure that involves numerous groups and individuals
Excellent problem solving, and time management skills
Adaptable, flexible and willing to work in a dynamic environment
Comfortable working with a team and individually to deliver results
Understanding of Capital Markets infrastructure, systems/applications, and businesses/products
Values matter to you. You bring your real self to work and you live our values - trust, teamwork, and accountability.
What CIBC offers
At CIBC, your goals are a priority. We start with your strengths and ambitions as an employee and strive to create opportunities to tap into your potential. We aspire to give you a career, rather than just a paycheck.
We work to recognize you in meaningful, personalized ways including a competitive salary, incentive pay, banking benefits, a health benefits program, defined benefit pension plan, an employee share purchase plan and MomentMakers, our social, points-based recognition program.
Our spaces and technological toolkit will make it simple to bring together great minds to create innovative solutions that make a difference for our clients.
We cultivate a culture where you can express your ambition through initiatives like Purpose Day; a paid day off dedicated for you to use to invest in your growth and development.
What you need to know
CIBC is committed to creating an inclusive environment where all team members and clients feel like they belong. We seek applicants with a wide range of abilities and we provide an accessible candidate experience. If you need accommodation, please contact
Mailbox.careers-carrieres@cibc.com
You need to be legally eligible to work at the location(s) specified above and, where applicable, must have a valid work or study permit.
Job Location
Toronto-161 Bay St., 9th
Employment Type
Regular
Weekly Hours
37.5
Skills
Business Effectiveness, Capital Markets"
40,Junior Commercial Analyst - Toronto,FDM Group,"Toronto, ON","Posted
Posted 30+ days ago","About The Role
The role will report into the Global Commercial Manager and will work within our Global Commercial Function, which is closely aligned with Finance. Your work will predominantly focus on data analytics, market, and sales revenue reporting in order to provide evidence-based recommendations and analysis to senior management. The business requirements will vary and will involve the following: implementing new initiatives, producing and analysing report and undertaking governance projects.

As part of the Commercial function, there is ample opportunity to understand all aspects of the business. As the role is multidimensional, the ideal person needs to demonstrate a strong analytical background, ideally within a sales/sales-focused environment. The Commercial Function work with sensitive information and senior stakeholders, therefore the ideal candidates will need to work with integrity, take initiative and be an excellent communicator.
Duties and Responsibilities:

Analytics and reporting
Use our CRM database and become an expert in the commercial data and build bespoke reports
Utilising Power BI dashboards to analyse data as required
Monitor and identify emerging issues and trends communicating effectively with the impacted business areas
Provide a variety of ad hoc analysis support as required
Understand and report on market and sales revenue impactors
Projects and Scenario Modelling
Work on critical strategic projects and providing essential analyst support and guidance
Develop close working relationships with stakeholders particularly sales directors to understand customer specific insights and agree actions
Identify market opportunities and communicate these to management and sales leaders

Business Partnering
Provide tactical and strategic recommendations / actions and measure their implementation and impact
Develop a comprehensive understanding of the performance, market, and opportunities for the Global sales teams
Building effective relationships with the Commercial function and the wider business inclusive of; Finance, Sales, Academy, Learning and Development, People, Marketing, , Legal and Product Owners


About You
Degree discipline: Mathematics, Economics, or any degree and experience with high focus on a methodical and analytical or technical approach
Experience: preferred but not required in utilising data analysis to inform strategic decision-making and engaging with stakeholders of varying hierarchical level
Communication: demonstrate skills in effective verbal and written professional communication; professional and outgoing approach; appropriate level of report writing and professional email communication; confidence when delivering presentations
Valuing Others - work individually and collaboratively within the team and wider organisation; support other team members; establish, value cultural and ethnic diversity; be aware of the impact of your decisions on colleagues
Results Oriented - prioritise and manage tasks/time in order to meet deadlines; pay attention to detail, work under pressure and meet tight deadlines; be self-motivated, take ownership and show initiative
Research – able to gather external and internal data to incorporate impacts of current events into reports; have a methodical approach to gathering, understanding and analysing data
Microsoft Office Suite – able to confidently use the Microsoft Office Suite, with a focus on presentation and analytical tools
Values – embodies FDM’s values in their daily life


About Us
FDM Group is a global professional services provider with a focus on IT, working with over 200 clients across multiple business sectors. FDM’s business model is both unique and robust, bringing people and technology together by providing training and career opportunities for people to work with our prestigious clients. With centres across the UK, Europe, North America and Asia Pacific, FDM is one the fastest growing companies in Europe and is listed in the FTSE 250."
41,Junior Analyst,Vincent Associates Inc.,"Toronto, ON","Posted
Posted 15 days ago","Fundata- Organizational profile:
Fundata Canada Inc. is a multi-national financial data distributor and investment fund data and analytics company. The information we provide currently reaches thousands of advisors, millions of investors, and scores of institutions every day through our network of media and corporate clients across North America. Our customized services and solutions provide excellent solutions for a multitude of financial institutions across North America.

Job Description:
Fundata Canada Inc. is looking for a full-time Junior Analyst that will work with the Manager and senior members of the Analytics & Data team to maintain Fundata’s document library, monitor daily processes, conduct financial data analysis, and general data collection. This is a junior level position.

Job Type: Full-time permanent position

Start Date: ASAP

Location: Toronto – 401 and Leslie area. Currently this position is hybrid. If the Junior Analyst will be working on site, all associated government COVID-19 requirements and restrictions must be adhered to. Fundata Canada has a vaccination and a mask friendly policy in place.

Job Responsibilities:
Oversee data collection process for investment funds including ETFs and hedge funds
Act as an expert resource for client service and development staff
Participate in ongoing quality assurance and data audit activities
Perform statistical and quantitative analysis on various portfolios and funds
Assist with the development of mutual fund analytic products and special projects

Knowledge/Skills/Abilities:
Knowledge of securities or mutual fund industry
Strong Microsoft Excel skills required
Some experience with or willingness to learn SQL
Ability to work with a high volume of data on a deadline-oriented basis
Detail oriented with strong organizational skills
Strong verbal and written communication skills
Creative problem-solving skills
Self-starter with the ability to work under minimal supervision


Experience/Education:
Post-secondary education in Business, Finance, Mathematics/Statistics
Completion of IFSE Institute’s CIFC or Canadian Security Institute’s CSC/IFC is considered an asset
Pursuing or willingness to pursue a CFA or other designation is considered an asset


Compensation: Includes a competitive salary, excellent benefits, and GRSP matching

Application & Hiring Process:
Phone interview with the Director, Human Capital
In-person or virtual interview with the Director and Senior VP of Analytics & Data
Possible excel and industry knowledge test

Please note, only candidates of interest will be contacted for an interview.
If you require a medical or disability related accommodation in order to participate in the recruitment process, please email hr@fundata.com to provide your contact information. Someone from our HR department will contact you within 1 week."
42,Statistical Analyst,Toronto Transit Commission,"Toronto, ON","Posted
Posted 2 days ago","JOB INFORMATION
Requisition ID: 6489
Number of Vacancies: 1
Department: Operations Support (20001207) - Operational Metrics and Analytics (30000530)
Salary Information: $62,062.00 - $77,513.80
Pay Scale Group: 06SA (CAN/S/H/06SA)
Employment Type: Regular
Weekly Hours: 35, Off Days: Weekends Shift: Day
Posted On: September 27, 2022
Last Day to Apply: October 3, 2022
Reports to: Manager, Metrics & Analytics

The Toronto Transit Commission (TTC) is North America's third largest transit system and has been recognized as one of the top places to work in the GTA. Guided by a forward-thinking strategic plan, the TTC's vision is to be a transit system that makes Toronto proud. The TTC's recruitment efforts are directly aligned to its mission of providing ""a reliable, efficient, and integrated bus, streetcar and subway system that draws its high standards of customer care from our rich traditions of safety, service and courtesy.""

General Accountability
Develops reports, identifies trends, and provides statistical information and analysis to the department/section. The role also creates, maintains, and ensures data integrity of all databases related to the work, and coordinates data collection, data entry, and running of database audit reports.

Key Job Functions
Perform analyses of information relevant to the work assigned to identify trends, problems, and/or potential risk areas, ensuring the validity and accuracy of data.
Develop standardized and specialized statistical reports, graphs, maps and/or charts to report results and discuss findings with departmental staff, making recommendations within established goals and objectives.
Maintain integrity of data through regular auditing and monitoring and reviewing, verifying and editing data to ensure accuracy.
Undertake research projects as required.
Receive, code, sort and input data from multiple sources on a timely basis, ensuring validity, applicability, efficiency, and accuracy.
Provide back up support and/or other support functions to the department/section.
Demonstrates behaviours that support diversity, inclusion, and a respectful work and service environment that is free from discrimination and harassment. Helps to remove barriers and accommodate employees and customers (within their area of responsibility) in accordance with TTC’s commitments and obligations under the Ontario Human Rights Code (OHRC) and Related Orders, the Accessibility for Ontarians with Disabilities Act (AODA), and TTC’s policies.
Participation in the TTC Customer Service Ambassador Program

Skills
Perform relevant mathematical calculations and statistical analyses
Maintain documentation and historical records
Use office technology, software and applications
Communicate in a variety of mediums
Apply analytical skills
Education and Experience

Completion of a post-secondary school education in Business Administration, Statistics, or the equivalent, combined with prior work experience in a similar or related job.
Additional Requirements
Comprehensive knowledge of statistical, analytical, and research methodologies
Sound knowledge of computers and software applications related to the work (i.e. Crystal Report Writer, Minitab, Microsoft Word, Excel and Access etc.) including the ability to manipulate computer databases
Ability to identify measures or indicators of database system performance, and identify the actions needed to improve or correct performance
Detail oriented, with the ability to produce quality work, meet required deadlines, and work with minimal supervision
Effective interpersonal, oral, written, presentation and problem solving skills
Website Maintenance
Experience using MicroStrategy considered an asset
Knowledge of DMS is an asset

The TTC is committed to upholding the values of equity, diversity, anti-racism and inclusion in the delivery of its services and in its workplaces. The TTC is committed to fostering a diverse workforce that is representative of the communities it serves at all levels of the organization, and supports an inclusive environment where diverse employee and community perspectives and experiences bring value to the organization. The TTC encourages applications from all applicants, including members of groups with historical and/or current barriers to equity, including but not limited to, Indigenous, Black and racialized groups, people with disabilities, women and people from the LGBTQ(IA+) community. The TTC values and supports an inclusive and barrier-free recruitment and selection process. Accommodations for applicants are available upon request throughout the recruitment and selection process, including for those who identify as having a disability. Please contact Human Resources – Talent Management at (416) 393-4570. Any information received related to an accommodation will be addressed confidentially.

The TTC’s policy prohibits relatives of current TTC employees from being hired, assigned, transferred or promoted into positions, where there is a conflict of interest due to a relationship. Should you be selected for an interview, you will be required to disclose the name, relationship and position of any relative who is a current TTC employee.

Note: All TTC Employees are required to be fully vaccinated as a precondition of employment in accordance with TTC's Mandatory Vaccination Policy

We thank all applicants for their interest but advise only those selected for an interview will be contacted."
43,Business Analyst Intern,Fastpace Technologies,"Remote in Toronto, ON","Posted
Posted 19 days ago","Business Analyst, Fall 2022 (Co-op/Internship)
Company Name: Fastpace Technologies
Company Address: Suite: 2905, 561 Sherbourne Street, Toronto, Ontario, M4X 0A1
As an employee at Fastpace, you will have the opportunity to be heard, keep growing and make a difference.
To apply for this opportunity, please submit your resume and an unofficial copy of your academic transcript. If you are selected to move forward, you will be provided additional information.
Description Of Duties
We are looking for a Business Analyst based at our Toronto Location. This role will be responsible for working on Dashboard and Visualization tools as well as processing and integration of data in order to support the Lead Marketing Analysts and our customers.
Develops and implements data collection systems and other strategies that optimize statistical efficiency and data quality.
Identifies, analyzes, and interprets trends or patterns in complex data sets.
Filters and “cleans” data, and reviews computer reports, printouts and performance indicators to locate and correct code problems.
Remains alert to new techniques for insights, analytics, and data visualization, and devises new ways of applying them.
Experience with analytical and visualization tools like Power BI and Tableau.
Analyze and format data to tell a specific story through data visualization and infographics
Present stories in a format that is engaging, easily interpretable, specific, relevant and accurate.
Ensure data visualizations and infographics speak data coherently to end users
Leverage a variety of formats including infographics, charts, diagrams, and maps in your visualization.
Interprets data, analyzes results using statistical techniques and provide ongoing reports.
Extend solutions utilizing your software development skills combined with your statistics and modelling abilities to transform business needs into meaningful insights and analytics solutions.
Facilitates discussions and follows a structured approach to plan, elicit, analyze, document, communicate and manage requirements with stakeholders.
Provides analytical support and insights.
Identifies opportunities to strengthen business analysis capability, such as: sharing expertise to promote technical development, mentoring employees, building communities of practice and networks across Fastpace.
Stays abreast of industry technical and business trends through participation in professional associations, practice communities & individual learning.
Typically between 3 – 5 years of relevant experience or post-secondary degree in related field of study or an equivalent combination of education and experience.
Possesses analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy.
Demonstrates applied knowledge of one or more analysis and problem decomposition technique.
We’re here to help
At Fastpace we are driven by a shared Purpose: Grow in business and life. It calls on us to create lasting, positive change for our customers, our communities and our people. By working together, innovating and pushing boundaries, we transform lives and businesses, and power economic growth.
Fastpace is committed to an inclusive, equitable and accessible workplace. By learning from each other’s differences, we gain strength through our people and our perspectives.
Job Type: Full-time
Pay: $15.00-$18.90 per hour
Benefits:
Paid time off
Relocation assistance
Work from home
Schedule:
8 hour shift
Supplemental pay types:
Overtime pay
Ability to commute/relocate:
Toronto, ON: reliably commute or plan to relocate before starting work (preferred)"
44,Data Analyst,Cushman & Wakefield,"Toronto, ON","Posted
Posted 1 day ago","Job Title

Data Analyst

Job Description Summary

Job Description

Cushman & Wakefield is committed to equity in employment and our goal is to have a diverse, inclusive, and barrier-free workplace. If you are a person with a disability and need the job posting in an alternative format or any other accessible accommodations during the hiring process, please email your request to canadarecruitment@cushwake.com. Please refer to the job title and job location when you contact us.Cushman & Wakefield s’engage à respecter l’équité en matière d’emploi. Notre objectif est d’offrir un milieu de travail diversifié, inclusif et exempt d’obstacles. Si vous êtes une personne handicapée et que vous avez besoin de recevoir l’offre d’emploi dans un autre format ou d’accéder à toute autre mesure d’adaptation au cours du processus d’embauche, veuillez soumettre votre demande par courriel à canadarecruitment@cushwake.com. Veuillez mentionner le titre de poste et le lieu de travail au moment de communiquer avec nous."
