,0,1,2,3,4,5
80,Front-End Web Developer - Staff or Senior - Toronto,EY,4.0,"Remote in Toronto, ON","Posted
Posted 26 days ago","At EY, you’ll have the chance to build a career as unique as you are, with the global scale, support, inclusive culture and technology to become the best version of you. And we’re counting on your unique voice and perspective to help EY become even better, too. Join us and build an exceptional experience for yourself, and a better working world for all.

EY's people in more than 140 countries around the globe pursue the highest levels of integrity, quality and professionalism to provide clients with solutions based on financial, transactional and risk-management knowledge in its core services of audit, tax and transaction services. We strive to help all of our people achieve both their professional and personal goals through an inclusive environment that values everyone's contributions, appreciates diversity of thought, fosters growth, and provides continuous opportunities for development. EY continually strives to be a great place to work.

The opportunity

We are currently recruiting to fill the role of Front-End Web Developer.

Your key responsibilities
Help to develop cutting edge, enterprise-scale ASP.NET web applications
Write high-quality, re-usable code in JavaScript, React, and Redux
Conceptualize and implement creative ideas for our core web platform
Test and improve the design of both existing and new websites
Contribute fresh, new ideas during developer meetings and other brainstorming sessions

Skills and attributes for success
Excellent interpersonal, communication, analytical, and problem-solving skills
Passion for technology and the ability to learn new technologies quickly and independently
Passion for creating beautiful and intuitive user interface designs
Ability to proactively manage commitments in a fast-paced environment

To qualify for this role, ideally you have
Proficiency in HTML, CSS, JavaScript (including ES2017 or higher), and JSON
Experience with JavaScript frameworks such as React and Redux
Working knowledge of CSS Preprocessors (Sass)
Knowledge of responsive web design
Ability to design, wireframe and prototype new ideas

Other beneficial skills
jQuery
Redux Observables
ASP.NET and C# Development
Restful API calls

Ideally, you’ll also have
Bachelor’s degree or Diploma in a related field

What we look for

Highly motivated individuals with the ability to prioritize shifting workloads. You’ll be a confident team player who collaborates with people from various teams while looking to develop your career in a dynamic organization.

What we Offer

At EY, our Total Rewards package supports our commitment to creating a leading people culture - built on high-performance teaming - where everyone can achieve their potential and contribute to building a better working world for our people, our clients and our communities. It's one of the many reasons we repeatedly win awards for being a great place to work.

We offer a competitive compensation package where you’ll be rewarded based on your performance and recognized for the value you bring to our business. In addition, our Total Rewards package allows you decide which benefits are right for you and which ones help you create a solid foundation for your future. Our Total Rewards package includes a comprehensive medical, prescription drug and dental coverage, a defined contribution pension plan, a great vacation policy plus firm paid days that allow you to enjoy longer long weekends throughout the year, statutory holidays and paid personal days (based on province of residence), and a range of exciting programs and benefits designed to support your physical, financial and social well-being. Plus, we offer:
Support and coaching from some of the most engaging colleagues in the industry.
Learning opportunities to develop new skills and progress your career.
The freedom and flexibility to handle your role in a way that’s right for you.

Make your mark. Apply today.

Diversity and Inclusion at EY

Diversity and inclusiveness are at the heart of who we are and how we work. We’re committed to fostering an environment where differences are valued, policies and practices are equitable, and our people feel a sense of belonging. From our actions to combat systemic racism and our advocacy for the LGBT+ community to our innovative Neurodiversity Centre of Excellence and Accessibility initiatives, we welcome and embrace the diverse experiences, abilities, backgrounds and perspectives that make our people unique and help guide us. Because when people feel free to be their authentic selves at work, they bring their best and are empowered to build a better working world.

EY Way of Work and your health and safety

EY Way of Work recognizes flexibility in the way we collaborate, innovate and deliver with the ability to work in-person and remotely. To support a healthy and safe in-person working environment, EY has implemented various layers of health and safety controls while working in the office or at client or other locations. A critical component of EY’s workplace safety program includes our COVID-19 vaccination policy which requires all personnel to be fully vaccinated against COVID-19 unless an accommodation based on a reason protected by human rights legislation is provided.

EY | Building a better working world

EY exists to build a better working world, helping to create long-term value for clients, people and society and build trust in the capital markets.

Enabled by data and technology, diverse EY teams in over 150 countries provide trust through assurance and help clients grow, transform and operate.

Working across assurance, consulting, law, strategy, tax and transactions, EY teams ask better questions to find new answers for the complex issues facing our world today."
81,"Lead Software Engineer, Python (Hybrid)",Altus Group,2.7,"Toronto, ON","Posted
Posted 30 days ago","Job Category:
Property Tax, Software
Opportunity Awaits at Altus Group!
‍Rethink Solutions, an Altus Group Company, is the leading developer of property tax and real estate expense management software. Established in 2001, our team of property tax management experts are dedicated to building software solutions that help owners, occupiers, and managers of real estate portfolios manage their multi-jurisdictional and global property tax processes. Our software is trusted by the world’s best-known corporations and real estate companies. We pride ourselves on delivering intuitive, leading-edge software solutions that translate to measurable impact for our customers.
The opportunity
We are looking for a dynamic Python – Team Lead, with Machine Learning / Predictive Analytics experience to join our growing Rethink development team in North York. We are looking for someone who aligns with our vision and goals, and who is excited and motivated to help our market “rethink” the way they manage property taxes.
Our Team Lead will be both an individual contributor and a people manager devoted to designing and developing for our capture product. You will work closely with the rest of our software development teams to build tools, write scripts and develop features for an existing production application. You have ability to develop across multiple custom applications and implement data models and analytics to extract business intelligence.
Please provide a link to your public github or alternative, as well as a description of an interesting project you have completed on your own.
What’s in it for you
Impact. You want an environment where you can do your job, do it well and know that it’s appreciated - a place without a lot of handholding. You want your work to be seen and used by thousands of users around the country. You want the freedom and the tools to actively contribute new ideas and try new approaches to the development process.
Growth. Altus Group and Rethink is a company with a clear focus on delivering value to our industry. We are moving forward rapidly with modern web solutions and innovative products. You will have the chance to grow on this team or another. The sky’s the limit for how you grow here.
What you will do:
Manage and mentor a small team of python developers.
Read understand and develop backends and front ends with Python
Learn, understand and develop for our data capture product, itamlink capture.
Be involved in the growth and expansion of capture technology using the latest AI and NLP techniques.
Insert, update and remove database data on request.
Analyze sets of data using statistical methods to generate useful queries and reports.
Develop data analytics to gather insight into operations and customer behavior.
Assist with the design and development of AI and NLP models to augment itamlink capture products. Develop and maintain data models to predict future outcomes.
Our new Python Team Lead has:
The education. A degree, preferably in Computer Science, Engineering or related field.
The technical skills. You have 5+ years of overall experience in Python, along with experience of building end-to-end web applications. You have 3+ years of professional experience with python Flask/Django frameworks, along with Javascript frameworks, Node, React/Next.
You have experience in DevOps, integration, Docker and cloud infrastructure.
You have experience in responsive web design, fluid layouts and positioning, browser behavior and compatibility, cross-browser issues and solutions.
You possess in-depth understanding of HTML, CSS, JavaScript and JavaScript frameworks.
You are proficient in machine learning libraries and scientific calculation, such as Scikit-learn, NumPy, SciPy, Pandas and so on.
You have experience with deep learning CNN, NLP and deep learning framework, such as Tensorflow, PyTorch or other.
You have experience with source code management tools, such as Git, and other tools such as Conda and Jupityr Notebooks.
The hands-on leadership. You are the kind of person who is uncompromising in ensuring their teams are successful and you know how to motivate people in order to get their best efforts. You know when to take the lead and when to step back and listen. You have excellent ability to mentor and work with a team, as well as to work independently. You have knowledge and skills in technical analysis and problem solving.
A commitment to collaboration. You thrive working across inter-disciplinary groups, including architects, developers, product, and management, to build great products. You have a way of speaking, writing, and relaying information that engages people.
The passion for Agile. You are a scrum master and can instill your enthusiasm for using this methodology in your team. You actively participate in code reviews and have excellent attention to detail.
Come realize your potential at Altus Group!
Altus Group is committed to fostering an inclusive and accessible environment where employees feel valued and respected, and where every employee has the opportunity to realize their potential. We are committed to providing reasonable accommodations, if required, and will work with you to meet your needs. If you are a person with a disability and require assistance during the application process, please contact us at accessibility@altusgroup.com or 416-641-9500.
Job Type: Full-time"
82,Cloud Developer Co-Op/Intern,State Street,3.5,"Toronto, ON","Posted
Posted 25 days ago","Who we are
Although not a household name, State Street is one of the world’s largest and most important financial services institutions, providing round-the-clock services to the global investment community. We touch $39 trillion in assets every day and are the world’s third largest investment manager with over $3.5 trillion in assets under management. To do this we manage as much data as one of the internet giants on nearly as large a technical footprint.
Recently we launched one of the industry’s largest technical transformation projects, in effect building a new bank from the ground up. This project isn’t greenfield in the way most banks claim projects are; we’ve started with a blank sheet of paper both operationally and technically. We’re using the same technologies that Silicon Valley giants are using: use of multiple public clouds, building our own private cloud to achieve even better performance, transforming our industry through distributed ledger technology and machine learning.
This isn’t a traditional banking role. This is a chance to push your technical skills with people more comfortable in a technology firm than an investment bank, though solving real problems that affect anyone with any form of savings worldwide (not just trying to get people to click on ads).
What you will do:
As a cloud developer intern, you will work with as part of our teams to build and deploy applications (the ‘thread or if you prefer ‘duct tape’) that enable business and operational requirements using cloud provider services (‘fabric’ or ‘lego pieces’).
We will also support your contributions to projects that demonstrate the power of the cloud – prior intern projects included web apps to provide transcription to recorded sessions and using algorithms to project spend / cost of large computing environments.
Who you are:
2+ years in a Computer Science, Computer Engineering degree program or equivalent
Solid programming experience showcased by great marks in classes (C/C+ classes preferred) and/or publicly cited / referenced code on Github
Experience with Linux distros and/or Unix flavors
Bonus Points:
Graduate experience or acceptance into Master's / PhD
Experience with AWS or other cloud providers
Strong scripting experience (Python, bash)
Relevant experience exemplified by hobbies or university design team(s)
About State Street
Across the globe, institutional investors rely on us to help them manage risk, respond to challenges, and drive performance and profitability. We keep our clients at the heart of everything we do, and smart, engaged employees are essential to our continued success.
Our promise to maintain an environment where every employee feels valued and able to meet their full potential infuses our company values. It’s also part of our commitment to inclusion, development and engagement, and corporate social responsibility. You’ll have tools to help balance your professional and personal life, paid volunteer days, and access to employee networks that help you stay connected to what matters to you. Join us.
State Street is an Affirmative Action/ Equal Opportunity Employer/Vet/Disability."
83,"Staff Software Engineer, Frontend (Web Platform)",Affirm,4.0,"Remote in Toronto, ON","Posted
Posted 22 days ago","Affirm is reinventing credit to make it more honest and friendly, giving consumers the flexibility to buy now and pay later without any hidden fees or compounding interest. Affirm proudly includes Returnly.
The Web Platform team at Affirm is responsible for the tools that Affirm's web engineering teams use to build, test, monitor and deploy our applications and libraries: The design system, CI/CD pipelines, visual and performance regression prevention systems, semantic release, analytics, and more.
Our work enables teams to ship Affirm's User Web portal, web views in our mobile apps, our checkout, shopping and loan servicing experiences, and other user interfaces which are seen across the world by tens of millions of users. We work closely with teams across affirm to build and experimentally optimize new features and new businesses.
We are looking for an experienced Staff Engineer/Tech Lead to join us and help accomplish that mission. Given the speed our code base is growing, your work will be challenging and will impact web projects across the company.
What You'll Do
Work with designers to help them understand how to best align and improve the design system.
Work with engineers to set the direction and vision of the design system.
Create software and documentation that will make the lives of designers and engineers more joyful by making it as easy as possible to get from idea to design to shipping code.
Participate as a full member of the core web platform team, including contributing to our triage work, participating in standups, and leading project.
Serve as a technical resource and engineering mentor for other frontend developers.
Work with product and engineering managers to identify and plan technical initiatives that cut across multiple front-end teams.
Build a detailed understanding of our business goals to help inform technical direction.
Look for, and implement, improvements to the end-to-end experience for developers working on our systems.
What We Look For
While experience building a design system is not required, deep experience working with one or more such systems is, as is a demonstrated understanding of maintaining high software quality, especially in an environment where regressions have a high, multi-team blast radius.
Knowledge of modern front-end tech stack (we use React, TypeScript, Jest, Cypress, WebPack, styled-component)
Technical leadership; capable of providing mentorship, cross-functional project execution, setting and executing on technical vision and strategy.
Experience working cross-functionally with stakeholders from product and design.
Well-developed interpersonal, written and verbal communication.
Humility and self-awareness to understand opportunities to learn and grow, and to navigate the unknown
Location - Remote Canada
#LI-Remote
Affirm is proud to be a remote-first company! The majority of our roles are remote and can be located anywhere in the U.S. and Canada (with the exception of the U.S. Territories, Quebec, Yukon, Nunavut, and the Northwest Territories) unless the job indicates a different global location. We are currently building operations in Spain, Poland, and Australia. Employees in remote roles have the option of working remotely or from an Affirm office in their country of hire, and may occasionally travel to an Affirm office or elsewhere for required meetings or team-building events. Our offices in Chicago, New York, Pittsburgh, Salt Lake City, San Francisco and Toronto will remain operational and accessible for anyone to use on a voluntary basis, subject to local COVID-19 guidelines.
All full-time jobs at Affirm (excluding interns and apprentices) are tied to a transparent grade-based pay range taking location into account.
[Colorado Candidates] In accordance with Colorado's Equal Pay for Equal Work Act, the grade for this position in Colorado is listed above. You can find the Colorado base pay range and benefits here.
If you got this far, we hope you're feeling excited about this role. Even if you don't feel you meet every single requirement, we still encourage you to apply. We're eager to meet people who believe in Affirm's mission and can contribute to our team in a variety of ways—not just candidates who check all the boxes.
Inclusivity:
At Affirm, People Come First is one of our core values, and that's why diversity and inclusion are vital to our priorities as an equal opportunity employer. You can read about our D&I program here and our progress thus far in our 2021 DEI Report.
We also believe It's On Us to provide an inclusive interview experience for all, including people with disabilities. We are happy to provide reasonable accommodations to candidates in need of individualized support during the hiring process.
By clicking ""Submit Application,"" you acknowledge that you have read the Affirm Employment Privacy Policy, or the Affirm Employment Privacy Notice (EU) for applicants applying from the European Union, and hereby freely and unambiguously give informed consent to the collection, processing, use, and storage of your personal information as described therein."
84,"Winter 2023 Student Opportunities, Software Developer, 8 Mon...",Royal Bank of Canada,4.0,"Toronto, ON","Posted
Posted 30+ days ago","Come Work with Us!

At RBC, our culture is deeply supportive and rich in opportunity and reward. You will help our clients thrive and our communities prosper, empowered by a spirit of shared purpose.

Whether you’re helping clients find new opportunities, developing new technology, or providing expert advice to internal partners, you will be doing work that matters in the world, in an environment built on teamwork, service, responsibility, diversity, and integrity.
Job Title
Winter 2023 Student Opportunities, Software Developer, 8 Months, Technology & Operations - Second Round Posting
Job Description
2nd Round Posting
What is the opportunity?
Are you interested in the opportunity to work as a Software Developer Co-op for? By applying to this job posting, you will be considered for multiple roles available across RBC Technology & Operations.
Some exciting roles you'll be considered for are:
Full Stack Developer
Android Developer
iOS Developer
API Developer
Web Developer
Hadoop Developer
Big Data Developer
Automation Developer

What will you do?
Collaborate with peers to develop code in line with strategic initiatives, as well as develop, troubleshoot, enhance, and document components, as per the requirements and detailed design
Translate requirements into functional specifications, and coordinate design phases, while identifying, tracking, and resolving technical issues
Create and review technical design documents, understand how the design will be used in the code development process, and facilitate meetings to design, troubleshoot, and execute projects
Participate in walkthrough reviews of technical specifications, programs, code, and unit test plans
Conduct thorough unit testing, often developing and leveraging automated unit testing frameworks, and improve performance of single functions through performance tuning
Plan design/implementation activities, ensure technical solution quality, provide third-level support for various technologies, and drive technical platform evolution and improvements
Present technical topics at regular TSA meetings and manage low-level planning of work packages
Estimate activities/tasks required to perform design, coding, and unit testing

What do you need to succeed?
Must-have
Currently enrolled at a Canadian post-secondary institution with a focus on computer science, engineering, or technology
Leadership acumen and a passion to apply it in a dynamic business environment
Excellent interpersonal and highly developed communication skills (verbal and written)
Creative and analytical thinker who is self-driven and capable of working in a fast paced environment
Strong MS Office skills – Word, Outlook, Excel and PowerPoint
Experience or understanding of programming languages, databases, platforms, frameworks, design techniques and tools, code management tooling, and/or web technologies
Knowledge of the Software Development Life Cycle (SDLC) – Agile, Waterfall, and Iterative methods

Nice-to-have
Knowledge of Unified Modeling Language (UML)
Ability to hand-code all components, as well as Cross Browser development experience

What’s in it for you?
We thrive on the challenge to be our best, progressive thinking to keep growing, and working together to deliver trusted advice to help our clients thrive and communities prosper. We care about each other, reaching our potential, making a difference to our communities, and achieving success that is mutual.
Network and build lasting relationships with students from diverse backgrounds from across Canada
Participate in fun events and gamification challenges to help build your career tool kit while enjoying a work-life balance
Leaders who support your development through coaching and learning opportunities
Work in a dynamic, collaborative, progressive and highly performing team
Ability to make a difference and lasting impact
Enjoy a comfortable work environment with the option to dress casually

BEWHATSNEXT
We encourage you to apply as soon as possible as we accept applications on a rolling basis, but please note that the formal application deadline is November 6, 2022. Should you be selected to progress, someone from our team will reach out directly to provide instructions on next steps. Otherwise, feel free to check for progress updates by logging in to your RBC profile. If the status has not changed, it denotes the fact that your application is still under review
Job Summary
Address:
TORONTO, Ontario, Canada
City:
CAN-ON-TORONTO
Country:
Canada
Work hours/week:
37.5
Employment Type:
Platform:
Job Type:
Student/Coop (Fixed Term)
Pay Type:
Salaried
Posted Date:
2022-09-06-07:00
Application Deadline:
2022-11-06-07:00
Inclusion and Equal Opportunity Employment
At RBC, we embrace diversity and inclusion for innovation and growth. We are committed to building inclusive teams and an equitable workplace for our employees to bring their true selves to work. We are taking actions to tackle issues of inequity and systemic bias to support our diverse talent, clients and communities.

We also strive to provide an accessible candidate experience for our prospective employees with different abilities. Please let us know if you need any accommodations during the recruitment process.
Join our Talent Community

Stay in-the-know about great career opportunities at RBC. Sign up and get customized info on our latest jobs, career tips and Recruitment events that matter to you.

Expand your limits and create a new future together at RBC. Find out how we use our passion and drive to enhance the well-being of our clients and communities at rbc.com/careers."
85,Full Stack Developer,Spatiallaser,404,"Toronto, ON","Posted
Posted 3 days ago","Full-Stack Software Engineer
About the opportunity:
We’re a US based seed stage property tech company. Our development team members live around GTA area.
We’re building game-changing tools for real estate investors. We believe intelligence and automation are the keys in this industry.
You’ll join a tight-knit team and make a real impact instantly.
You’ll play an active role in big decisions from creating product roadmap to choosing a new tech stack
No more endless meetings. Let’s build on your brilliant ideas now
Tech stack you’ll be using:
Java/Spring
JavaScript/React
PostgreSQL
AWS
Examples of projects we work on include:
Develop APIs
Manage databases
Build UI components
What you’ll bring:
2 years of Java experience
2 years of JavaScript experience, preferably in React
Working knowledge of databases
You like building things and building things the right way. You take pride in what you build and when you see something wrong, you take care of it
You’re open to a new tech stack
Job Types: Full-time, Permanent
Pay: From $60,000.00 per year
Benefits:
Flexible schedule
Paid time off
Stock options
Work from home
Schedule:
Monday to Friday
Supplemental pay types:
Bonus pay"
86,Web developer,Zenith System Solutions Inc.,404,"Remote in Toronto, ON","Posted
Posted 1 day ago","Work setting
Consulting firm
Tasks
Consult with clients to develop and document Website requirements
Develop Website architecture and determine hardware and software requirements
Source, select and organize information for inclusion and design the appearance, layout and flow of the Website
Create and optimize content for Website using a variety of graphics, database, animation and other software
Research and evaluate a variety of interactive media software products
Lead and co-ordinate multidisciplinary teams to develop Website graphics, content, capacity and interactivity
Plan, design, write, modify, integrate and test Web-site related code
Computer and technology knowledge
JavaOS
HTML
JavaScript
CSS
.NET
C#
Security and safety
Basic security clearance
Transportation/travel information
Public transportation is available
Work conditions and physical capabilities
Fast-paced environment
Work under pressure
Tight deadlines
Repetitive tasks
Handling heavy loads
Manual dexterity
Attention to detail
Ability to distinguish between colours
Sound discrimination
Sitting
Combination of sitting, standing, walking
Standing for extended periods
Bending, crouching, kneeling
Personal suitability
Client focus
Dependability
Efficient interpersonal skills
Excellent oral communication
Excellent written communication
Initiative
Judgement
Organized
Team player
Workplace information
Remote work available
Health benefits
Dental plan
Health care plan"
87,"Software Developer (.Net, C#, C, PL/SQL)",Canada Life Assurance Company,3.7,"Toronto, ON","Posted
Posted 3 days ago","Job Description:
We are looking for a Software Developer (.Net, C#, C, PL/SQL)

The Software Developer will participate in all aspects of software development, maintenance, and integration within the Canada Life Corporate Technology division. The primary focus of this role is to support the functions related to Group Retirement Services systems including financial management and actuarial processing, automated batch jobs, user applications and more!

We currently have an opening for a developer working in a mixed technology environment, combining Microsoft based tools, C#, VB .NET, Oracle, SQL Server, and other technologies. This developer must collaborate with a multi-disciplinary team to enhance and support our systems.

What you will do
Software Developers are responsible for the design, development, and maintenance of software solutions.

This role involves the following activities:
Design, develop, integrate, test, transition to production, and maintain software applications
Provide production support, application monitoring, and tuning for applications
Participate in project planning
Provide input into the evolution of the software development environment and methods
Provide technical leadership within your areas of expertise
This role also involves these additional specific activities:
Provide ongoing daily production support as part of a rotation for monitoring incidents
Implement enhancements to existing software including solution design, work breakdown and estimation, deploying the changes and warranty support
Organize work tasks and coordinate with other team members
Verbal and written communication required with other team members
Trouble shoot application problems, then document and maintain an inventory of knowledge articles for identified problems
Handle multiple priorities when required
Provide feedback into our software development best practices
Occasional after hours and weekend work will be required
What you will bring

A degree or diploma in computer science or a related discipline or an equivalent combination of training and experience
Training, knowledge, and experience with the following:
Software design methodologies and proper documentation procedures
Software requirements analysis and design principles
Agile team experience, especially related to Scrum or Kanban practices
Understanding of technical environments and their infrastructure including servers, networks, and security
Quality assurance techniques and automated testing practices
Can develop in one or more of the following languages and tools:
git
PL/SQL
Pro*C, C
Visual Studio
C#
VB .NET
Prolifics JAM/Panther
Korn shell
SQL Server
Oracle
Windows servers
Unix servers
Strong debugging and investigation skills
Automate DevOps processes through Bamboo or other scripted solutions
Demonstrated ability to work independently or as part of a team
Plan and organize software development work
Communicate effectively verbally and in writing, in person or through remote sessions
Previous experience with ServiceNow, Confluence, Jira, and GPAS would be considered an asset
Be your best at Canada Life- Apply today!

We are Canada Life

Being a part of Canada Life means you have a voice. This is a place where your unique background, perspectives and talents are valued, and shape our future success.

You can be your best here. You’re part of a diverse and inclusive workplace where your career and well-being are championed. You’ll have the opportunity to excel in your way, finding new and better ways to deliver exceptional customer and advisor experiences.

Together, as part of a great team, you’ll deliver on our shared purpose to improve the well-being of Canadians. It’s our driving force. Become part of a strong and successful company that’s trusted by millions of Canadians to do the right thing.

Be your best at Canada Life.
We are one of Canada's top 100 employers!

Canada Life serves the financial security needs of more than 13 million people across Canada, with additional operations in Europe and the United States. As members of the Power Financial Corporation group of companies, we’re one of Canada’s leading insurers with interests in life insurance, health insurance, investment and retirement savings. We offer a broad portfolio of financial and benefit plan solutions for individuals, families, businesses and organizations.

We are committed to providing an inclusive, accessible environment, where all employees and customers feel valued, respected and supported. We are dedicated to building a workforce that reflects the diversity of the communities in which we live, and to creating an environment where every employee has the opportunity to reach their potential.

Canada Life would like to thank all applicants, however only those who qualify for an interview will be contacted"
88,Junior Front End Developer,Iteration Matrix Ltd.,404,"North York, ON","Posted
Posted 2 days ago","Salary Range - $0,000 to $50,000/annum
Position Overview / Job Responsibilities
Candidate will write well designed, testable, efficient code by using best software development practices
Create website layout/user interface by using standard HTML/CSS practices
Modernize our UX with selected web frameworks
Integrate data from various back-end services and databases
Gather and refine specifications and requirements based on technical needs
Create and maintain software documentation
Be responsible for maintaining, expanding, and scaling our site
Diagnose and resolve technical problems
Work and thrive in a fast-paced environment, learn rapidly and master diverse web technologies and techniques
Regularly communicate with business stakeholders and executive management
Stay plugged into emerging technologies/industry trends and apply them into operations and activities
Present innovative ideas and suggestions for the enhancement and improvement of the IDS business
Required Skills
Up to 3 years' experience in object-oriented programming
Solid understanding and experience with either React or Angular frameworks
Understanding of UI, cross-browser compatibility, general web functions and standards
Experience with Web Applications and programming languages such as HTML, CSS, JavaScript, JQuery, Rect and API's, and PHP web frameworks (E.g., bootstrap)
Experience with Web Services (REST, SOAP, etc.) is needed to be successful in this position
Familiarity with SQL databases and their declarative query languages
A solid understanding of how web applications work including security, session management, and best development practices
Strong problem diagnosis and creative problem-solving skills
Understanding of internet security, including knowledge of SSL certificates and keys
Proficient understanding of code versioning tools, such as SVN and GitHub
College or University degree in Computer Science, Engineering or Information Technology Business Administration or another relevant field is desired
Job Types: Full-time, Permanent
Salary: $40,000.00-$50,000.00 per year
Benefits:
Casual dress
Dental care
Extended health care
Flexible schedule
Vision care
Work from home
Schedule:
Monday to Friday
Weekend availability
Supplemental pay types:
Bonus pay
COVID-19 considerations:
We have a COVID-19 Policy in place to protect all staff who visit the office.
Education:
Bachelor's Degree (required)
Experience:
React: 2 years (required)
Application deadline: 2022-10-18
Expected start date: 2022-11-07"
89,Website Development Specialist,Seneca College of Applied Arts and Technology,4.3,"North York, ON","Posted
Posted 2 days ago","We are proud to be building the equitable Seneca, and welcome applications from candidates who can contribute to the diversity of lived experiences, perspectives and approaches. Joining Seneca means being part of an inclusive community working hard to dismantle barriers to access, student success and employee potential. If you require accommodation during any part of the recruitment process, please contact jobs@senecacollege.ca.
COVID-19 Update:
To ensure the health and safety of the Seneca community, all employees, students, and visitors must comply with Seneca’s COVID-19 Vaccination Policy. Employees will be required to provide proof of vaccination at the time of hire.
Posting Date:
October 13, 2022
Closing Date:
October 27, 2022
Pay Range:
Payband E - $26.21 - $30.39 (Start rate: $26.21)
Hours:
35
Work Type:
Hybrid/Flexible
Type:
Permanent
Shift:
Monday to Friday 8:00AM – 4:00PM
Start Date:
10/31/22
End Date:
Opportunities Available:
Position 1:
Position Type: Permanent, Full time
Start Date: As soon as possible
Position 2:
Position Type: Permant , Full Time
Start Date: As soon as possible
Position Summary:
Working in a team-based environment, the incumbent is responsible for providing consultation, evaluation, analysis, technical direction, website design, programming and development. The incumbent independently applies specialized technical knowledge to the production of our website platform to meet specific requirements. The incumbent supports the work of the Website Development team providing specialized technical advice and assistance to staff and internal subject matter experts.
Responsibilities:
Design and Development of Web pages
Design and program landing pages using HTML5, Java, Javascript, CSS and advanced CSS (table-less design) with “valid” code.
Ensure cross-browser and cross-platform compatibility of web pages.
Ensure Web content accessibility and usability.
Maintain currency and understanding of related guidelines
Co-ordinating projects through planning, developing, testing, evaluating and advising project teams on effectiveness of potential solutions.
Maintain currency with the fast paced, developing and changing standards of web page design.
Troubleshooting and Content Management
Manage requests in a timely manner for new and updated content to be posted on the Seneca public-facing website.
Regularly check email requests from Web Development team, confirm information to be posted, length of time, etc.
Debugging and fixing scripts and programs.
Troubleshoots computer hardware, software and network issues.
identifying and resolving technological issues that impact the integrity of websites
Perform quality assurance tests on codes and scripts.
Other
Supports the work of the Director of Communications through administrative functions related to the organization of a content management system.
Other duties as assigned.
Qualifications:
Education
Minimum of two (2) year diploma in computer technology with a focus on web design / computer programming and analysis, or equivalent. If education is in another field of study, state how it is related.
Experience
Minimum of one (1) year of experience in web site development and production.
Skills
Demonstrated experience working in Windows based web development, design and photo manipulation software as well as knowledge of data communication concepts and protocols
Experience planning, organizing, problem solving and project management of large, complex web sites
Experience in developing, programming and scripting web sites
Experience analysing and thinking creatively in response to new problems or situations independently as well as part of a team
Experience conceptualizing and then bringing concept to reality
Note: A skills assessment test will be administered during the recruitment process.
Note: Seneca requires copies of educational credentials at the time of an interview. Confirmation of educational credentials in the form of an official Canadian transcript or an official evaluation of international credentials which determines Canadian equivalency will be required upon hire.
We thank all applicants for their interest in this position, however, only those selected for an interview will be contacted."
