title,description
Full Stack Javascript Developer,"Be A Part Of is a fast growing online marketing agency located in Toronto. We are looking for someone to join our in-house team. We have a wide range of tasks available including Node/Angular/React/PHP/SQL including frontend and backend. We are looking for people that have a desire to learn and be more than just an employee, someone looking for a career with a company that has big plans and even bigger hopes and dreams. We know that if you are the right fit, the languages you know are less important.

If hired, you'll work closely with our other developers and the project managers to complete tasks on a regular basis and code features for applications, software or agile tasks in complex systems. Positional latitude doesn't have to mean that you have to work for a big company.


At Be A Part Of, we are looking for someone with a natural curiosity about technology and software development, that has a desire to constantly learn about new technologies and use them. We are looking for candidates who have strong communication skills and the ability to succeed in a results driven work environment.

Requirements
Skills Needed:
Foundation in Javascript Framework Development (ANGULAR JS is Ideal)
Very Comfortable working with LAMP-stack
Experience with Rest API or Ecommerce API's (SOAP, SDK's or the like)
Knowledge of best practices
Familiarity with AWS deployment and/or BitBucket
Experience with SASS/SCSS and HTML5
Experience with Node.js
Experience with Git workflow
General understanding and knowledge of front-end and back-end development
General knowledge of e-commerce, marketing, and advertising is a plus


What we expect from you:
You have a drive to create clean, reliable, and maintainable software
You know what a good API looks like
You have strong communication skills - explaining complex technical concepts to designers, support, and other engineers is no problem for you
You can pivot directions quickly when needed
You have a desire to iterate constantly
You have a passion for constant learning
You're hands on and like to be involved in all areas of a company
You have a positive attitude and are always willing to lend a hand
You love working in a fast-paced, growing environment
You are not complacent and you want an opportunity to grow and continue to develop your skills
Benefits
Competitive Salary
Opportunity to grow with a company within a company
Opportunity to utilize your full skill-set on a daily basis
Very non-hostile, comfortable, and flexible work environment
Opportunity to learn and implement new skills
Work with highly skilled programmers"
Full Stack Developer,"Full Stack Developer for Electronic Medical Record Application
Bright Health is looking for talented and enthusiastic full-stack developers to contribute to the development of our electronic medical record (EMR) and patient portal/personal health record solutions. Bright Health’s core values are patient and provider focused. Bright Health works to:
· improve patient outcomes,
· reduce the per capita cost of healthcare, and
· improve the patient and provider experience.
Our MOIS® EMR and support are top ranked in Canada. We need you to help make them even better!
Duties and Responsibilities:
Working with other team members, partners, and customers to understand requirements.
Working with local and remote technical and support staff to estimate, design, implement, test and debug changes and extensions to Bright Health’s products.
Participating in agile development activities including release planning, sprint planning, daily stand-ups, and sprint and code reviews.
Supporting customers by debugging issues.
Assisting with recruitment.
Qualifications and Requirements:
Essential items:
Proven experience in a full stack developer or similar role.
Effective written and verbal communication skills in group and one-on-one settings.
A knack for understanding customer needs and seeing them succeed.
Experience in writing requirements analysis and/or authoring of epics and user stories.
Experience in planning projects.
System design skills – UML is helpful.
Expert in React, TypeScript and single page applications.
ASP.NET (ideally ASP.NET Core) experience.
SQL database experience.
A strong quality ethic.
Consistent follow through on the completion of tasks in a timely manner.
A keen eye for detail.
Unquestionable ethics.
A team player!
Strongly desirable skills and experience:
Experience developing mobile applications.
A flair for developing best-in-class user interfaces.
GraphQL, Electron and Fluent.
Experience in healthcare and healthcare technology standards such as FHIR are an asset.
Nice to have skills and experience:
Experience with OAuth, Azure, Python and PostgreSQL.
Experience using Jira and Git.
Applicants may send their cover letter and résumé as per the instructions found at https://www.brighthealth.ca/careers/ . No phone calls or personal visits please. Note that only candidates under consideration will be contacted.
Job Type: Full-time
Benefits:
Casual dress
Dental care
Disability insurance
Employee assistance program
Extended health care
Life insurance
RRSP match
Vision care
Work from home
Schedule:
8 hour shift"
Full Stack Developer,"About 8Twelve Mortgage Corporation
8Twelve is transforming the home financing experience by providing consumers with one convenient platform to solve all their mortgage needs. Gone are the days of needing to search for a mortgage through multiple providers such as banks, mortgage brokers, and private lenders. Borrowers can now access Canada’s largest selection of mortgages, in one convenient marketplace. 8Twelve’s proprietary cloud platform INFIN8 utilizes real-time analytics and AI to reduce approval times and identify the best possible financing solution.
8Twelve recognizes that employees' success is the business's success. For that reason, we are a people-centric culture that gives a voice in our organization to be heard, to share ideas, and to innovate collaboratively. While providing resources for our employees to create a rewarding career path for themselves.
Our Proprietary Technology
With our very own customized CRM platform (INFIN8), 8Twelve is disrupting the financial technology industry. Proudly, we have partnered with over 50 lenders which include lenders such as Scotiabank, MCAP, Equitable, and Hometrust - just to name a few! At 8Twelve Mortgage, we're helping Canadian families finance their dream homes and our people are at the heart of everything we do. Join our team!
About the Role
This could be your opportunity to develop your craft and build your expertise in full-stack development! 8Twelve is looking for a creative, resourceful, and tech-savvy Full Stack Developer to work alongside our Chief Technology Officer. You will be critical to the success of the technology team in achieving our Financial Technology goals.
In this role, you are experienced in the design and development of new software and platforms. You can write front and back-end functional code. The ideal candidate will provide solutions for scalable technologies and will know the software development lifecycle.
A snapshot of a typical week:
Help define application architecture and plan solutions to technical challenges
Identify, triage, and perform root causes analysis on development-specific issues
Collaborate with designers to craft cutting-edge user experiences
Help support and maintain our existing apps
Apply design patterns, coding standards, and best practices to produce secure, reliable, reusable, and scalable code
Contribute to process improvements, voice any concerns, and actively contribute to their resolution
Be a reference of quality in product development and support.
Facilitate and/or attend regular meetings and working sessions with development team members and different business units to address ongoing issues that require further understanding or analysis
Requirements
Success looks like, if you are:
Driven. Motivation is key, we’re looking for individuals with a remarkable drive to learn and reach goals. Despite the requirements listed below!
Experienced. To succeed in this role we’re asking for 2-5 years of hands-on experience as Full Stack Developer or Solutions Architect
A college or University Degree in Computer Science or a relevant field
AWS Certifications (Developer, Solutions Arch, Dev Ops)
Experience building/documenting/leveraging REST and GraphQL APIs
A problem solver. Proven problem solving-skills and agility to anticipate and table any task assigned
A skilled prioritizer. Ability to understand and prioritize workflow priorities while taking initiative to begin, track, and complete tasks and/or projects
A strong communicator. Strong written and oral communication skills and demonstrated ability to collaborate and communicate effectively with team members and stakeholders
Proficient with technology. The ability to work efficiently and effectively with iOS/Android API. Experience with the following:
MEAN (MongoDB, Express, Angular, Nodejs)
AWS Cloud Platform
HTML/ CSS, JavaScript, XML, jQuery
C#, Java, Python
JavaScript frameworks (e.g. Angular, React, Node.js)
One to get the job done. Flexible to work outside of core business hours when needed
If you don’t meet every requirement listed but have transferable skills, you have a willingness to learn and a passion for helping others, we want to hear from you!
This role isn’t for you if :
You don’t like multitasking
You aren’t comfortable working independently with directions given
You aren’t comfortable with technology
You don’t have exceptional attention to detail
Benefits
Comprehensive health benefit plan
Core operating hours with the flexibility of a work-from-home day
Small teams = lots of autonomy to make impactful decisions
A culture which fosters an atmosphere for employees to be themselves authentically
Team-based environment with peer-to-peer learning opportunities
Monthly Social Engagements
Job Type: Full-time
Salary: $90,000.00-$120,000.00 per year
Schedule:
8 hour shift
Ability to commute/relocate:
North York, ON: reliably commute or plan to relocate before starting work (required)
Application question(s):
Do you have experience working with MEAN stack?
Experience:
Full Stack Developer: 4 years (required)"
Java Full Stack Developer,"Position Purpose:
Use continuous integration, cloud- based solution and leading -edge architecture to quickly deliver a next-generation portal for our clients.
Key Accountabilities:
Design, develop and test a large-scale, custom distributed software system using latest Java and JavaScript technologies
Employ agile development practices including test and deployment automation as well as Continuous Integration/Continuous Delivery using Jenkins to improve overall execution speed and product quality
Function as in-house consultant/expert for resolution of complex technical issues
Research emerging trends/best practices and determine implications of proposed solutions on meeting business unit strategy
Key contributor in the creation of technical strategy for ACE projects within RBC IT with the architecture group
Identify technical and business opportunities to take advantage of cross project knowledge, best practices, and reusability to expedite projects.
Knowledge & Experience:
- 5-9 years of relevant experience.
- Extensive hands-on development and delivery experience using Java and Spring Framework.
- Hands-on experience with a client- side rendering framework such as Angular (preferred), Ember, Vue.js or React.
- Experience in Agile, Lean and/or Continuous Delivery approach such as Continuous Integration, TDD, and infrastructure as code.
- Experience in designing application running in cloud platforms such as PCF, Bluemix, AWS.
Skills & Competencies:
Great Object- Oriented coding practices, including strong design patterns knowledge, refactoring, clean code.
Job Type: Full-time
Salary: $63,878.80-$133,909.86 per year
Schedule:
Monday to Friday
Ability to commute/relocate:
Toronto, ON: reliably commute or plan to relocate before starting work (required)
Experience:
Full Stack Development: 6 years (required)"
Full Stack Developer,"Join AutoTrader.ca and become part of a true Canadian success story. With 45 years as a leading, iconic Canadian business, we're well positioned and resourced to lead the next 45 years of the automotive industry, whatever this may look like – and you could be a big part of our incredible journey. Join us at TRADER to be part of a diverse workforce and an award-winning culture, where you will do more than just join something – you’ll add something.

We are looking for a Full Stack Developer for the largest automotive marketplace in Canada.

What you’ll do:

Working alongside some very talented and dedicated individuals, you will be part of a cross-functional agile team that contributes to building Trader’s digital advertising platform
Taking part in daily agile ceremonies, brainstorming on innovative ideas that challenge the status quo, and helping to implement solutions
Acting as an advocate for ownership & highest code quality, as well as contributing to the health of the infrastructure
Raising the bar and elevating the team by sharing knowledge and best practices, while always seeking improvements and facilitating progress

What you’ll need:
Degree or certification in a programming related field
Experience developing reliable, highly available, and scalable software
Strong understanding of software architecture and design patterns
Firm grasp of clean code principles and coding standards
Proficiency with PHP7+
Knowledge of modern cloud infrastructures and tools, such as AWS and/or GCP and Docker
Experience developing in a microservice environment
Experience with event-based and messaging systems
Proficiency with version control systems such as Git
Experience with other programming languages such as Python and Typescript
Knowledge of frameworks such as Laravel and Lumen
Experience with SQL & NoSQL datastores such as MySQL, Bigquery and Redis
Experience in building APIs
A good approach to testing and ensuring the quality of code
Even better if you have, but not necessary:
Passion for data and working with SQL queries
Familiar with online advertising campaign concepts

Who you are:
You’re a problem solver that does not shy away from tackling complex situations
You have a strong will to learn, grow and get out of your comfort zone
You have great energy and passion for technology
What’s in it for you…
We understand that there is life at work and life outside of work. Here are a few benefits we all benefit from that support us to be our creative best.
Fitness and wellness
We provide discounts to nation-wide gyms, onsite gyms (when we’re in the office), an Employee and Family Assistance Program, as well as a virtual wellness program.
Benefits from Day 1
Gym discounts
Local in-office free gyms
Employee and Family Assistance program
Weekly virtual wellness events
In addition to in-house training, we provide an annual lifestyle allowance of $1500 so you can grow your skills.
Conferences & training budget
Regular internal training programs
Financial planning
Let us help you invest in your future with 3% matching towards your pension and multiple forms of income protection.
Competitive salary
Annual bonus structure
3% CPP matching"
Junior Full Stack Developer,"Ready to Help Us Save Lives?
Over 1,800 Canadians lose their lives every year due to road traffic accidents. In this same category, the rate of fatalities in the U.S. is 40,000 a year. Across the globe, the road accidents’ fatality rate is over 1.3 million, every single year… At Fortran, we are gearing up with an expanded set of software and hardware solutions designed to reduce road fatalities. And while our immediate market is Ontario, the products we are working on are designed from a global perspective - so that we can tangibly start solving the global issue of traffic related accidents and supporting vision zero. But none of our aspirations can be achieved without a great team that believes in our vision of saving lives. Are you ready to help us reduce traffic accidents, save lives, and build a better tomorrow through your talent in software development?
Based in Toronto, Fortran Traffic Systems Limited is a leader in the North American traffic industry and at the forefront of innovation in Intelligent Transportation Systems (ITS) and Connected and Automated Vehicles (CAV) support systems.
With the arrival of transportation technologies such as CAV and Vehicle-to-Everything (V2X) communication, Fortran is developing advanced solutions to harness the multitude of benefits that these emerging technologies can provide to road operators and traffic management agencies.
Fortran offers a challenging environment, rich in R&D, that fosters creativity and rewards excellence.
The Role
The Junior Full Stack Developer will be entrusted to develop cutting-edge software solutions for the next-generation of ITS designed and produced by Fortran.
The successful candidate will be an integral part of a team developing high performance and sustainable V2X and ITS systems.
What You’ll Do
Be great: Build a great product, provide a great service and be a great team player
Continuously innovate: Search for a better solution. Then top it!
Utilize quality focused state-of-the-art software development practices to develop full stack software solutions
Perform detailed analysis, design, unit-level code development, software integration and testing
Analyze complex functions, procedures and problems to deliver creative and effective solutions
Participate in design and code reviews
Preparation of application operational / procedural documentation for users and technical support staff
What You’ll Need To Succeed
College degree in Computer Science, Computer Engineering or related areas
Web-based front-end application framework and web-based UI programming such as but not limited to HTML, CSS, JavasScript/jQuery and NodeJS
SQL and NoSQL experience including (PostgresDB/PostGIS and MongoDB)
One or more back-end programming languages such as C++ and Python
Linux (or Unix) environment Operating systems principles and communication protocols
Team player with excellent interpersonal and communication skills
Organized, focused and persistent with the ability to work to the plan and meet delivery dates
Excellent problem solver and quick learner
Nice To Have (Not Mandatory)
Traffic systems knowledge
Mobile app development (Android or iOS)
Flutter framework or similar experience
Machine Learning, Machine Vision, Data Mining or Machine Intelligence (Artificial Intelligence)
Real-time software development
LiDAR pointcloud classification
What We Offer
Technically Challenging Projects
Engaging and Meaningful Projects
Project Ownership
Competitive Salary
Work Remotely (Flexible Work Location)
Great and Friendly Environment
Flexible Hours
Training and Support for Continuing Education Courses
Half Day Fridays
Job Type: Full-time
Schedule:
8 hour shift
Monday to Friday
No weekends
Education:
Bachelor's Degree (required)
Experience:
Full Stack Development: 2 years (required)
HTML, CSS, JavasScript/jQuery and NodeJS: 2 years (required)
SQL and NoSQL including (PostgresDB/PostGIS and MongoDB): 2 years (required)
Linux: 2 years (required)
C++ or Python: 2 years (required)"
Full Stack Developer,"Ready to Help Us Save Lives?
Over 1,800 Canadians lose their lives every year due to road traffic accidents. In this same category, the rate of fatalities in the U.S. is 40,000 a year. Across the globe, the road accidents’ fatality rate is over 1.3 million, every single year… At Fortran, we are gearing up with an expanded set of software and hardware solutions designed to reduce road fatalities. And while our immediate market is Ontario, the products we are working on are designed from a global perspective - so that we can tangibly start solving the global issue of traffic related accidents and supporting vision zero. But none of our aspirations can be achieved without a great team that believes in our vision of saving lives. Are you ready to help us reduce traffic accidents, save lives, and build a better tomorrow through your talent in software development?
Full Stack Developer
Based in Toronto, Fortran Traffic Systems Limited is a leader in the North American traffic industry and at the forefront of innovation in Intelligent Transportation Systems (ITS) and Connected and Automated Vehicles (CAV) support systems.
With the arrival of transportation technologies such as CAV and Vehicle-to-Everything (V2X) communication, Fortran is developing advanced solutions to harness the multitude of benefits that these emerging technologies can provide to road operators and traffic management agencies.
Fortran offers a challenging environment, rich in R&D, that fosters creativity and rewards excellence.
The Role
The Full Stack Developer will be entrusted to develop cutting-edge software solutions for the next-generation of ITS designed and produced by Fortran.
The successful candidate will be an integral part of a team developing high performance and sustainable V2X and ITS systems.
What You’ll Do
Be great: Build a great product, provide a great service and be a great team player
Continuously innovate: Search for a better solution. Then top it!
Utilize quality focused state-of-the-art software development practices to develop full stack software solutions
Perform detailed analysis, design, unit-level code development, software integration and testing
Analyze complex functions, procedures and problems to deliver creative and effective solutions
Participate in design and code reviews
Preparation of application operational / procedural documentation for users and technical support staff
What You’ll Need To Succeed
University degree in Computer Science, Computer Engineering or related areas
Minimum 2 years Full Stack Developer experience
Web-based front-end application framework and web-based UI programming such as but not limited to HTML, CSS, JavasScript/jQuery and NodeJS
SQL and NoSQL experience including (PostgresDB/PostGIS and MongoDB)
One or more back-end programming languages such as C++ and Python
Linux (or Unix) environment Operating systems principles and communication protocols
Team player with excellent interpersonal and communication skills
Organized, focused and persistent with the ability to work to the plan and meet delivery dates
Excellent problem solver and quick learner
Nice To Have (Not Mandatory)
Traffic systems knowledge
Mobile app development (Android or iOS)
Flutter framework or similar experience
Machine Learning, Machine Vision, Data Mining or Machine Intelligence (Artificial Intelligence)
Real-time software development
LiDAR pointcloud classification
What We Offer
Technically Challenging Projects
Engaging and Meaningful Projects
Project Ownership
Competitive Salary
Work Remotely (Flexible Work Location)
Great and Friendly Environment
Flexible Hours
Training and Support for Continuing Education Courses
Half Day Fridays
Job Types: Full-time, Permanent
Schedule:
8 hour shift
Monday to Friday
No weekends
Education:
Bachelor's Degree (required)
Experience:
Full Stack Developer (professional post academic): 2 years (required)
HTML, CSS, JavasScript/jQuery and NodeJS: 2 years (required)
SQL and NoSQL including (PostgresDB/PostGIS and MongoDB): 2 years (required)
C++ or Python: 2 years (required)
Linux: 2 years (required)"
Full Stack Developer,"Full Stack Developer
This position is open to applicants across Canada.
commonsku is revolutionizing the way business is being done in the $25 billion promotional marketing industry. Commonsku is an established and rapidly growing SaaS application facilitating how swag is ordered and produced, handling the supply chain complexities of millions of branded products. Over $900 million goes through the platform from entrepreneurs all over the world who use commonsku to power their business.
The opportunity:
We develop an elegant and complex application that is transforming a multi-billion dollar industry, solving the problems of thousands by streamlining their businesses. From the development of new features to re-architecting our web app to scale, you will work on new functional components, integration with other software systems, as well as underlying architectural elements that enhance this experience. You will also have the flexibility to experiment with new technologies and contribute to the evolution of our master product, as well as contribute to special development projects related to our event business and the social community.
The big picture:
As a key member of a growing team developing an industry-leading SaaS application, you will work directly with the CTO and founders of the company. We work in a highly collaborative, entrepreneurial environment; we are a small team where your opinion matters. You will have a wide range of responsibilities and will get exposure to all aspects of the platform.
The environment:
Our culture is diverse, friendly, with a laid-back enthusiasm and sense of humour that makes collaboration easy. We’re passionate about our customers and their success, and we love fostering an environment that ignites creativity and celebrates the entrepreneur. We work remote seamlessly with a distributed team across Canada and the US, while maintaining a base at HQ in Toronto.
Skills & Requirements
Skills:
Creative thinker
Excellent communication skills
Team player
Ability to rapidly learn new technologies
Produce high-quality elegant designs rapidly
Able to juggle multiple priorities
Qualifications:
Experience in database driven web application design and development
Full stack developer
Experience with PHP, Python, JS
Experience with Django or Laravel (similar MVC/MVT framework), Node, Express, React
Experience with MySQL
Knowledge of web protocols and standards (SSL, OAuth2, etc)
Experience with software version control systems (GIT)
Good to have experience with:
React Native
NoSQL
containerization (Docker)
AWS
automation (Chef/Puppet, Ansible, Cloudformation etc.)
Serverless (API Gateway, Lambda)
Job Type: Full-time
Benefits:
Dental care
Extended health care
Work from home
Schedule:
Monday to Friday"
Full Stack .NET Web Developer,"About the Role
Enginess' development team is seeking an Intermediate web developer to design and develop high-quality dynamic internal/external web applications. This position is an excellent opportunity for a motivated developer looking for cutting-edge projects where you can be part of the entire development cycle while working with a great team. This is a full-time remote position with most of the team in or around the Greater Toronto Area.
Duties & Responsibilities
Work with and mentor other members of the development team
Review and provide superior technical solutions
Create well-designed, reusable objects
Create and execute project work plans, revising as necessary to meet changing needs and requirements
Communicate and enforce best practice coding standards
Consistently deliver high-quality services on schedule
Communicate complex information effectively to team members
Ability to scale the solution to the client's goals and budget
Able to effectively collaborate with the team while working remotely
Technical Skills
2+ years work experience as a professional developer, using the following languages and tools:
HTML5
CSS3
Bootstrap
Javascript / jQuery
Content Management Systems
Backend programming ideally with C#
Frontend frameworks such as React or Angular
Understanding of APIs and how to parse data
Knowledge of security standards and techniques for web applications
Code repository tools such as GIT or SVN
Expertise in the design, implementation, and deployment of user-centric software, with a focus on usability
Experience & Qualifications
Positive, productive team player
Creativity and strong attention to detail
Ability to work effectively on tight deadlines, as necessary
Excellent command of the English language
Advanced oral and written communication skills; strong proofreading and QA skills
Exceptional ability to interact professionally with a diverse group of professionals
A desire to learn new skills and improve
Education & Training
Bachelors or Associate degree in IT discipline
3+ years of development experience desired
An equivalent combination of education and experience will be considered
About Enginess
Enginess is a Toronto-based consultancy focused on technology enablement, digital strategy and delivery. Enginess's goal is to help our clients realize the potential of digital technology. We shape their strategies for digital assets, their processes and their human capital to improve efficiencies, enhances customer experience, generate new market opportunities and redefine value creation for their industry. Our suite of services is focused on a singular purpose: to connect organizations from end-to-end to enable them to optimize their business model, re-engineer operational processes, improve user experience, achieve market differentiation, increase revenue, and create innovative new offerings. To learn more about us and our services, please visit engines.io/our-services.
Enginess is dedicated to creating a diverse and inclusive culture. We encourage all qualified candidates to apply.
Enginess Inc. provided the following inclusive hiring information:
We are an equal opportunity employer and considers all qualified applicants equally without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, veteran status, or disability status.
Job Type: Full-time
Salary: $70,332.00-$78,558.00 per year
Benefits:
Casual dress
Commuter benefits
Company events
Dental care
Disability insurance
Extended health care
Flexible schedule
Flextime
On-site parking
Paid time off
Profit sharing
Vision care
Work from home
Schedule:
Monday to Friday
Supplemental pay types:
Bonus pay"
Full Stack Developer,"As a Full Stack Developer at Finnovate.io, you'll help develop a consumer engagement platform that powers a variety of web and mobile financial solutions. You will work with modern JavaScript technologies such as React.js and Node.js and build awesome-looking
software with an Agile approach. Our clients include big names in financial services, education and non-profit sectors.

The Opportunity
Change the way consumers learn about finance with engaging software. Opportunity to work with our clients, which are prominent organizations in the finance, education and non-profit space. Play a key role in developing our consumer engagement platform with modern software technologies – there is no legacy code!
Professional Development
You will join a team that is passionate about helping consumers make informed decision about personal finance
You will learn top notch JavaScript coding practices
You will learn to build amazing looking software with pure SASS and flexbox
You will become proficient with modern JavaScript frameworks including React.js and Node.js
You will learn best practices in Agile software development methodology
You will become fluent with continuous delivery processes
What we are looking for
Passionate about developing great looking web and mobile software
Strong understanding of JavaScript. Knowledge of React.js and Node.js is a plus, but not required.
Understanding of modern client and server side architectures
Understanding of RESTful APIs
Experience with Python is a plus
Experience with Git and typical Git flow in team environment
Great communication skills and eager-to-learn attitude
About Finnovate.io
Finnovate.io is based in Toronto, Ontario. We are deeply passionate about financial
literacy, and we are set to change way consumers learn about personal finance. We
help clients in financial services, education and non-profit sectors deliver engaging
financial technology. We deliver white label digital solutions, as well as a SaaS
consumer engagement platform that powers these solutions.
Finnovate.io is four years old and has delivered over 100 projects to organizations large and
small across North America.

#li-remote"
Full Stack Developers,"Full Stack Developers -Ref# VS1004228
The Career Foundation is seeking a Full Stack Developers (Software Developer) on behalf of one of our employer partners.
· Location: Toronto, ON
· Job Type: Full Time
· Number of Vacancies: Multiple Positions available
Summary of the Position: This position requires excellent communication skills, creative problem-solving ability, and a sound technical ability to be able to understand requirements, develop technological solutions, and maintain systems that support student learning and assessment. As a member of the Product Development and Implementation team, the Software Developer must have the attitude and energy to innovate and build solutions that support student success.
Responsibilities
· Validate technical requirements and communicate implementation strategies
· Develop features in collaboration with Instructional Designers, Data Engineers, and other members of the development and technical team to deliver projects.
· Use existing code components to implement into new projects.
· Maintain and modify existing applications.
· Debug, test, and deploy software implementations.
· Interact with key partners and internal users regarding timelines, technical issues, and infrastructure integration.
· Provide recommendations for improvements in the overall development process.
· Ensure work progress to schedule and keep (internal) customers informed of project progress.
· Stay current with relevant research, techniques, technology and other factors impacting the job.
Requirements
· Undergraduate degree with at least two years experience in software development.
· Experience with Modern JavaScript (package management, module loading, transpiring).
· Experience understanding problems throughout the software stack and building appropriate solutions.
· Ability to effectively communicate technical concepts to other technical staff members.
· Superior time management skills, and the ability to prioritize tasks with minimal supervision.
· High level of critical and logical thinking, analysis, and/or reasoning to identify underlying principles, reasons, or facts.
Experience with any of the following is an asset
· TypeScript
· Webpack
· HTML5 Canvas
· Linear Optimization
· Statistical Techniques
· Animation and sequencing logic
· Proven ability to bring design concepts to life with a keen sense for intuitive interactions.
This employer partner is an equal-opportunity employer. We thank all candidates for their interest; however, only those selected will be contacted for an interview.
Job Type: Full-time
Schedule:
8 hour shift
Ability to commute/relocate:
Toronto, ON: reliably commute or plan to relocate before starting work (required)"
Full Stack Developer,"Full Stack Developer
FULL TIME, PERMANENT
SALARY $100K TO $130K
Location: (100% on-site) – Toronto
Hours: Mon-Fri - 9am-5pm (40 hours/wk.)
Salary: $100K-$130K
Company: Our client is a family run business that continues to grow. They are a leader in the Travel Industry made up of an amazing team of supportive colleagues. Due to this continued growth, they are looking to add a talented Full Stack Developer to their team of professionals.
Perks:
· Company-paid benefit plan (after 3 months)
· Dental plan
· Vision plan
· Paramedical
· Drug plan
· Life Insurance
· Casual dress code policy
· Excellent training
· Family working atmosphere
Duties:
· Collaborate with teams to develop code in line with strategic initiatives, as well as develop, troubleshoot, enhance, and document components, as per the requirements and detailed design.
· Work within the Agile team, assess requirements for each sprint, review feasibility, complexity, recommend an approach and identify challenges.
· Translate requirements into functional specifications, and coordinate design phases, while identifying, tracking, and resolving technical issues.
· Create and review technical design documents, understand how the design will be used in the code development process, and facilitate meetings to design, troubleshoot, and execute projects.
· Review existing code to assess ongoing feasibility and maintainability, reorganize the code into a coherent state while maintaining code structure design consistency and quality.
· Participate in walkthrough reviews of technical specifications, programs, code, and test plans.
· Conduct thorough testing and improve performance of single functions through performance tuning.
· Plan design/implementation activities, ensure technical solution quality, provide third-level support for various technologies, and drive technical platform evolution and improvements.
Qualifications:
· Polyglot programming skills able to work on multiple computer languages, such as JavaScript, C#, HTML5/CSS, Angular 10+.
· 4+ years software development out of which 2+ years’ experience in full-stack development in HTML5, Angular 10+, and .NET Core.
· Fundamentals in HTTPS, certificates, oAuth2, RESTful APIs, microservices, SQL, MongoDB, OOP, design patterns, algorithm, performance, security, and coding best practices.
· Ability to work in a fast-paced and agile development environment.
· Highly experienced working with Git.
· Prior experience as a member of SCRUM team.
· Prior experience with booking engine API integration in the Travel and Tourism industry.
Nice-to-have:
· Experience with native or hybrid mobile app development (iOS/Swift, or Android/Kotlin).
· Experience with cloud environments (AWS, Azure, GCP).
· Experience with WordPress, UX/UI, data visualization is an asset.
Reference ID: BBB145
Job Types: Full-time, Permanent
Salary: $100,000.00-$130,000.00 per year
Benefits:
Casual dress
Dental care
Extended health care
Language training provided
Life insurance
Vision care
Schedule:
8 hour shift
Monday to Friday
Ability to commute/relocate:
Toronto, ON: reliably commute or plan to relocate before starting work (required)
Application question(s):
Do you have polyglot programming skills and are able to work on multiple computer languages, such as JavaScript, C#, HTML5/CSS, Angular 10+?
Do you have 4+ years software development out of which 2+ years’ experience in full-stack development in HTML5, Angular 10+, and .NET Core?
Do you have fundamentals in HTTPS, certificates, oAuth2, RESTful APIs, microservices, SQL, MongoDB, OOP, design patterns, algorithm, performance, security, and coding best practices?
Are you able to work in a fast-paced and agile development environment?
Are you highly experienced working with Git?
Do you have prior experience as a member of SCRUM team?
Do you have prior experience with booking engine API integration in the Travel and Tourism industry?
Work Location: One location"
Full Stack Developer,"Equivalent Experience
Client: Gaming and Entertainment Industry (Crown Corporation within The Government of Ontario)
Location: North York, ON (client is following a hybrid model, 2 days on-site, 3 days work from home)
Duration: contract goes until October 31st 2023 (high possibility of extension)
Hours: 36.25 hour work week/7.25 a day
One of our Crown Corporation clients within the Government of Ontario is looking for an Intermediate Full Stack Developer with 3-5 years of experience within the following:
Must Haves:
3 to 5 years of HTML5, CSS design experience
Experience with Apache FreeMarker
Optimized coding skills & testing
Good communication skills with the team resources and backend developers
Collect and analyze business requirements
Execute all ticket image templates design
In charge of the entire development from concept to final hand-off to backend developers
Troubleshooting application errors.
Nice to Have:
Basics of the back-end technologies like Java and API's
Back-end basics
Establish and promote design guidelines, best practices, and standards
If you are looking to grow your career and join an exciting client within The Government, this may be the right fit for you and please apply!
À propos de TEKsystems:
Nous sommes partenaires dans la transformation. Nous aidons les clients à activer des idées et des solutions afin de profiter d’un nouveau monde d’opportunités. Nous sommes une équipe solide de 80 000 personnes, nous travaillons avec plus de 6 000 clients, dont 80 % faisant partie du Fortune 500, partout en Amérique du Nord, en Europe et en Asie. En tant que chefs de file de l’industrie des services technologiques complets, des services aux talents et des applications du monde réel, nous travaillons avec des leaders progressistes pour favoriser le changement. C’est le pouvoir d’un vrai partenariat. TEKsystems est une société du groupe Allegis.
About TEKsystems:
We're partners in transformation. We help clients activate ideas and solutions to take advantage of a new world of opportunity. We are a team of 80,000 strong, working with over 6,000 clients, including 80% of the Fortune 500, across North America, Europe and Asia. As an industry leader in Full-Stack Technology Services, Talent Services, and real-world application, we work with progressive leaders to drive change. That's the power of true partnership. TEKsystems is an Allegis Group company.
The company is an equal opportunity employer and will consider all applications without regards to race, sex, age, color, religion, national origin, veteran status, disability, sexual orientation, gender identity, genetic information or any characteristic protected by law."
